"caseID","eventType","timeStamp","source","lifecycle:transition","Sheet","FileName","Url","Label","Value","Column","Row"
"193","openFile","2019-02-21T20:35:14.551Z","Excel","complete","Sheet1","data.xls",,,,,
"193","goToUrl","2019-02-21T20:35:14.551Z","Web","complete",,,"www.webpage.com",,,,
"193","insertValue","2019-02-21T20:35:26.820Z","Web","complete",,,,"username","Frank01",,
"193","insertValue","2019-02-21T20:35:31.998Z","Web","complete",,,,"password","LittleFrank123",,
"193","clickButton","2019-02-21T20:35:42.231Z","Web","complete",,,,"confirm",,,
"193","waitResponse","2019-02-21T20:35:46.958Z","Web","complete",,,"www.webpage.com/error",,,,
"193","goToUrl","2019-02-21T20:35:52.032Z","Web","complete",,,"www.webpage.com",,,,
"193","insertValue","2019-02-21T20:36:03.099Z","Web","complete",,,,"username","Frank01",,
"193","insertValue","2019-02-21T20:36:20.409Z","Web","complete",,,,"password","LittleFrank123",,
"193","clickButton","2019-02-21T20:36:28.443Z","Web","complete",,,,"confirm",,,
"193","waitResponse","2019-02-21T20:36:30.452Z","Web","complete",,,"www.webpage.com/ok",,,,
"193","clickButton","2019-02-21T20:36:40.031Z","Web","complete",,,,"Button1",,,
"193","clickButton","2019-02-21T20:36:43.869Z","Web","complete",,,,"B2",,,
"193","insertValue","2019-02-21T20:36:45.898Z","Web","complete",,,,"ID","182381",,
"193","copy","2019-02-21T20:36:47.824Z","Excel","complete",,,,,"Au 58124829 XT","B","1"
"193","paste","2019-02-21T20:36:49.687Z","Web","complete",,,,"Special code","Au 58124829 XT",,
"193","copy","2019-02-21T20:36:52.785Z","Excel","complete",,,,,"Melbourne 123","B","2"
"193","paste","2019-02-21T20:36:56.599Z","Web","complete",,,,"Area","Melbourne 123",,
"193","clickButton","2019-02-21T20:37:00.034Z","Web","complete",,,,"OK",,,
"194","openFile","2019-02-21T20:37:10.034Z","Excel","complete","Sheet1","data.xls",,,,,
"194","goToUrl","2019-02-21T20:37:13.868Z","Web","complete",,,"www.webpage.com",,,,
"194","insertValue","2019-02-21T20:37:23.442Z","Web","complete",,,,"username","Frank01",,
"194","insertValue","2019-02-21T20:37:37.787Z","Web","complete",,,,"password","LittleFrank123",,
"194","clickButton","2019-02-21T20:37:51.047Z","Web","complete",,,,"confirm",,,
"194","waitResponse","2019-02-21T20:37:53.866Z","Web","complete",,,"www.webpage.com/error",,,,
"194","goToUrl","2019-02-21T20:38:03.879Z","Web","complete",,,"www.webpage.com",,,,
"194","insertValue","2019-02-21T20:38:09.841Z","Web","complete",,,,"username","Frank01",,
"194","insertValue","2019-02-21T20:38:23.852Z","Web","complete",,,,"password","LittleFrank123",,
"194","clickButton","2019-02-21T20:38:23.852Z","Web","complete",,,,"confirm",,,
"194","waitResponse","2019-02-21T20:38:25.229Z","Web","complete",,,"www.webpage.com/error",,,,
"194","goToUrl","2019-02-21T20:38:35.411Z","Web","complete",,,"www.webpage.com",,,,
"194","insertValue","2019-02-21T20:38:38.361Z","Web","complete",,,,"username","Frank01",,
"194","insertValue","2019-02-21T20:38:48.672Z","Web","complete",,,,"password","LittleFrank123",,
"194","clickButton","2019-02-21T20:38:54.066Z","Web","complete",,,,"confirm",,,
"194","waitResponse","2019-02-21T20:38:57.305Z","Web","complete",,,"www.webpage.com/wrong",,,,
"194","insertValue","2019-02-21T20:39:05.747Z","Excel","complete",,,,,"Wrong log-in","A","10"
"194","insertValue","2019-02-21T20:39:10.596Z","Excel","complete",,,,,"Wrong log-in","B","10"
"194","insertValue","2019-02-21T20:39:13.365Z","Excel","complete",,,,,"Wrong log-in","C","10"
"194","clickButton","2019-02-21T20:39:16.313Z","Web","complete",,,,"cancel",,,
"195","openFile","2019-02-21T20:39:26.313Z","Excel","complete","Sheet1","data.xls",,,,,
"195","goToUrl","2019-02-21T20:39:33.190Z","Web","complete",,,"www.webpage.com",,,,
"195","insertValue","2019-02-21T20:39:36.904Z","Web","complete",,,,"username","Frank01",,
"195","insertValue","2019-02-21T20:39:39.683Z","Web","complete",,,,"password","LittleFrank123",,
"195","clickButton","2019-02-21T20:39:47.467Z","Web","complete",,,,"confirm",,,
"195","waitResponse","2019-02-21T20:39:51.597Z","Web","complete",,,"www.webpage.com/ok",,,,
"195","clickButton","2019-02-21T20:39:51.597Z","Web","complete",,,,"Button1",,,
"195","clickButton","2019-02-21T20:39:54.903Z","Web","complete",,,,"B2",,,
"195","insertValue","2019-02-21T20:39:59.215Z","Web","complete",,,,"ID","182381",,
"195","copy","2019-02-21T20:40:01.627Z","Excel","complete",,,,,"Au 58124829 XT","B","1"
"195","paste","2019-02-21T20:40:03.304Z","Web","complete",,,,"Special code","Au 58124829 XT",,
"195","copy","2019-02-21T20:40:08.224Z","Excel","complete",,,,,"Melbourne 123","B","2"
"195","paste","2019-02-21T20:40:09.596Z","Web","complete",,,,"Area","Melbourne 123",,
"195","clickButton","2019-02-21T20:40:13.927Z","Web","complete",,,,"OK",,,
"196","openFile","2019-02-21T20:40:23.927Z","Excel","complete","Sheet1","data.xls",,,,,
"196","goToUrl","2019-02-21T20:40:38.343Z","Web","complete",,,"www.webpage.com",,,,
"196","insertValue","2019-02-21T20:40:45.343Z","Web","complete",,,,"username","Frank01",,
"196","insertValue","2019-02-21T20:41:02.733Z","Web","complete",,,,"password","LittleFrank123",,
"196","clickButton","2019-02-21T20:41:15.641Z","Web","complete",,,,"confirm",,,
"196","waitResponse","2019-02-21T20:41:18.788Z","Web","complete",,,"www.webpage.com/ok",,,,
"196","clickButton","2019-02-21T20:41:29.687Z","Web","complete",,,,"Button1",,,
"196","clickButton","2019-02-21T20:41:32.237Z","Web","complete",,,,"B2",,,
"196","insertValue","2019-02-21T20:41:33.997Z","Web","complete",,,,"ID","182381",,
"196","copy","2019-02-21T20:41:37.558Z","Excel","complete",,,,,"Au 58124829 XT","B","1"
"196","paste","2019-02-21T20:41:41.030Z","Web","complete",,,,"Special code","Au 58124829 XT",,
"196","copy","2019-02-21T20:41:42.456Z","Excel","complete",,,,,"Melbourne 123","B","2"
"196","paste","2019-02-21T20:41:45.656Z","Web","complete",,,,"Area","Melbourne 123",,
"196","clickButton","2019-02-21T20:41:47.768Z","Web","complete",,,,"OK",,,
"197","openFile","2019-02-21T20:41:57.768Z","Excel","complete","Sheet1","data.xls",,,,,
"197","goToUrl","2019-02-21T20:42:04.942Z","Web","complete",,,"www.webpage.com",,,,
"197","insertValue","2019-02-21T20:42:13.812Z","Web","complete",,,,"username","Frank01",,
"197","insertValue","2019-02-21T20:42:15.031Z","Web","complete",,,,"password","LittleFrank123",,
"197","clickButton","2019-02-21T20:42:28.514Z","Web","complete",,,,"confirm",,,
"197","waitResponse","2019-02-21T20:42:31.381Z","Web","complete",,,"www.webpage.com/ok",,,,
"197","clickButton","2019-02-21T20:42:38.213Z","Web","complete",,,,"Button1",,,
"197","clickButton","2019-02-21T20:42:42.732Z","Web","complete",,,,"B2",,,
"197","insertValue","2019-02-21T20:42:44.227Z","Web","complete",,,,"ID","182381",,
"197","copy","2019-02-21T20:42:47.030Z","Excel","complete",,,,,"Au 58124829 XT","B","1"
"197","paste","2019-02-21T20:42:49.485Z","Web","complete",,,,"Special code","Au 58124829 XT",,
"197","copy","2019-02-21T20:42:52.058Z","Excel","complete",,,,,"Melbourne 123","B","2"
"197","paste","2019-02-21T20:42:53.895Z","Web","complete",,,,"Area","Melbourne 123",,
"197","clickButton","2019-02-21T20:42:56.651Z","Web","complete",,,,"OK",,,
"198","openFile","2019-02-21T20:43:06.651Z","Excel","complete","Sheet1","data.xls",,,,,
"198","goToUrl","2019-02-21T20:43:12.270Z","Web","complete",,,"www.webpage.com",,,,
"198","insertValue","2019-02-21T20:43:27.973Z","Web","complete",,,,"username","Frank01",,
"198","insertValue","2019-02-21T20:43:28.320Z","Web","complete",,,,"password","LittleFrank123",,
"198","clickButton","2019-02-21T20:43:33.235Z","Web","complete",,,,"confirm",,,
"198","waitResponse","2019-02-21T20:43:36.758Z","Web","complete",,,"www.webpage.com/error",,,,
"198","goToUrl","2019-02-21T20:43:36.758Z","Web","complete",,,"www.webpage.com",,,,
"198","insertValue","2019-02-21T20:43:39.217Z","Web","complete",,,,"username","Frank01",,
"198","insertValue","2019-02-21T20:43:44.007Z","Web","complete",,,,"password","LittleFrank123",,
"198","clickButton","2019-02-21T20:43:53.088Z","Web","complete",,,,"confirm",,,
"198","waitResponse","2019-02-21T20:43:56.061Z","Web","complete",,,"www.webpage.com/ok",,,,
"198","clickButton","2019-02-21T20:43:56.061Z","Web","complete",,,,"Button1",,,
"198","clickButton","2019-02-21T20:43:58.810Z","Web","complete",,,,"B2",,,
"198","insertValue","2019-02-21T20:44:03.033Z","Web","complete",,,,"ID","182381",,
"198","copy","2019-02-21T20:44:07.854Z","Excel","complete",,,,,"Au 58124829 XT","B","1"
"198","paste","2019-02-21T20:44:11.123Z","Web","complete",,,,"Special code","Au 58124829 XT",,
"198","copy","2019-02-21T20:44:13.943Z","Excel","complete",,,,,"Melbourne 123","B","2"
"198","paste","2019-02-21T20:44:18.714Z","Web","complete",,,,"Area","Melbourne 123",,
"198","clickButton","2019-02-21T20:44:21.829Z","Web","complete",,,,"OK",,,
"199","openFile","2019-02-21T20:44:31.829Z","Excel","complete","Sheet1","data.xls",,,,,
"199","goToUrl","2019-02-21T20:44:40.989Z","Web","complete",,,"www.webpage.com",,,,
"199","insertValue","2019-02-21T20:44:46.077Z","Web","complete",,,,"username","Frank01",,
"199","insertValue","2019-02-21T20:44:49.275Z","Web","complete",,,,"password","LittleFrank123",,
"199","clickButton","2019-02-21T20:44:54.492Z","Web","complete",,,,"confirm",,,
"199","waitResponse","2019-02-21T20:44:57.100Z","Web","complete",,,"www.webpage.com/error",,,,
"199","goToUrl","2019-02-21T20:45:02.339Z","Web","complete",,,"www.webpage.com",,,,
"199","insertValue","2019-02-21T20:45:19.136Z","Web","complete",,,,"username","Frank01",,
"199","insertValue","2019-02-21T20:45:27.092Z","Web","complete",,,,"password","LittleFrank123",,
"199","clickButton","2019-02-21T20:45:40.710Z","Web","complete",,,,"confirm",,,
"199","waitResponse","2019-02-21T20:45:45.000Z","Web","complete",,,"www.webpage.com/error",,,,
"199","goToUrl","2019-02-21T20:45:45.000Z","Web","complete",,,"www.webpage.com",,,,
"199","insertValue","2019-02-21T20:45:56.238Z","Web","complete",,,,"username","Frank01",,
"199","insertValue","2019-02-21T20:46:00.860Z","Web","complete",,,,"password","LittleFrank123",,
"199","clickButton","2019-02-21T20:46:07.884Z","Web","complete",,,,"confirm",,,
"199","waitResponse","2019-02-21T20:46:12.633Z","Web","complete",,,"www.webpage.com/ok",,,,
"199","clickButton","2019-02-21T20:46:22.370Z","Web","complete",,,,"Button1",,,
"199","clickButton","2019-02-21T20:46:25.684Z","Web","complete",,,,"B2",,,
"199","insertValue","2019-02-21T20:46:28.017Z","Web","complete",,,,"ID","182381",,
"199","copy","2019-02-21T20:46:31.421Z","Excel","complete",,,,,"Au 58124829 XT","B","1"
"199","paste","2019-02-21T20:46:34.360Z","Web","complete",,,,"Special code","Au 58124829 XT",,
"199","copy","2019-02-21T20:46:39.744Z","Excel","complete",,,,,"Melbourne 123","B","2"
"199","paste","2019-02-21T20:46:42.837Z","Web","complete",,,,"Area","Melbourne 123",,
"199","clickButton","2019-02-21T20:46:45.684Z","Web","complete",,,,"OK",,,
"200","openFile","2019-02-21T20:46:55.684Z","Excel","complete","Sheet1","data.xls",,,,,
"200","goToUrl","2019-02-21T20:47:02.211Z","Web","complete",,,"www.webpage.com",,,,
"200","insertValue","2019-02-21T20:47:02.452Z","Web","complete",,,,"username","Frank01",,
"200","insertValue","2019-02-21T20:47:04.698Z","Web","complete",,,,"password","LittleFrank123",,
"200","clickButton","2019-02-21T20:47:16.167Z","Web","complete",,,,"confirm",,,
"200","waitResponse","2019-02-21T20:47:18.899Z","Web","complete",,,"www.webpage.com/error",,,,
"200","goToUrl","2019-02-21T20:47:21.934Z","Web","complete",,,"www.webpage.com",,,,
"200","insertValue","2019-02-21T20:47:22.371Z","Web","complete",,,,"username","Frank01",,
"200","insertValue","2019-02-21T20:47:30.401Z","Web","complete",,,,"password","LittleFrank123",,
"200","clickButton","2019-02-21T20:47:49.416Z","Web","complete",,,,"confirm",,,
"200","waitResponse","2019-02-21T20:47:50.678Z","Web","complete",,,"www.webpage.com/ok",,,,
"200","clickButton","2019-02-21T20:47:59.425Z","Web","complete",,,,"Button1",,,
"200","clickButton","2019-02-21T20:48:02.025Z","Web","complete",,,,"B2",,,
"200","insertValue","2019-02-21T20:48:03.874Z","Web","complete",,,,"ID","182381",,
"200","copy","2019-02-21T20:48:08.363Z","Excel","complete",,,,,"Au 58124829 XT","B","1"
"200","paste","2019-02-21T20:48:11.151Z","Web","complete",,,,"Special code","Au 58124829 XT",,
"200","copy","2019-02-21T20:48:14.406Z","Excel","complete",,,,,"Melbourne 123","B","2"
"200","paste","2019-02-21T20:48:16.271Z","Web","complete",,,,"Area","Melbourne 123",,
"200","clickButton","2019-02-21T20:48:18.563Z","Web","complete",,,,"OK",,,
"201","openFile","2019-02-21T20:48:28.563Z","Excel","complete","Sheet1","data.xls",,,,,
"201","goToUrl","2019-02-21T20:48:39.126Z","Web","complete",,,"www.webpage.com",,,,
"201","insertValue","2019-02-21T20:48:49.397Z","Web","complete",,,,"username","Frank01",,
"201","insertValue","2019-02-21T20:48:54.746Z","Web","complete",,,,"password","LittleFrank123",,
"201","clickButton","2019-02-21T20:48:58.495Z","Web","complete",,,,"confirm",,,
"201","waitResponse","2019-02-21T20:49:01.531Z","Web","complete",,,"www.webpage.com/wrong",,,,
"201","insertValue","2019-02-21T20:49:15.727Z","Excel","complete",,,,,"Wrong log-in","A","10"
"201","insertValue","2019-02-21T20:49:19.648Z","Excel","complete",,,,,"Wrong log-in","B","10"
"201","insertValue","2019-02-21T20:49:21.465Z","Excel","complete",,,,,"Wrong log-in","C","10"
"201","clickButton","2019-02-21T20:49:23.641Z","Web","complete",,,,"cancel",,,
"202","openFile","2019-02-21T20:49:33.641Z","Excel","complete","Sheet1","data.xls",,,,,
"202","goToUrl","2019-02-21T20:49:36.105Z","Web","complete",,,"www.webpage.com",,,,
"202","insertValue","2019-02-21T20:49:43.867Z","Web","complete",,,,"username","Frank01",,
"202","insertValue","2019-02-21T20:49:54.618Z","Web","complete",,,,"password","LittleFrank123",,
"202","clickButton","2019-02-21T20:50:02.031Z","Web","complete",,,,"confirm",,,
"202","waitResponse","2019-02-21T20:50:03.567Z","Web","complete",,,"www.webpage.com/error",,,,
"202","goToUrl","2019-02-21T20:50:07.922Z","Web","complete",,,"www.webpage.com",,,,
"202","insertValue","2019-02-21T20:50:10.682Z","Web","complete",,,,"username","Frank01",,
"202","insertValue","2019-02-21T20:50:14.607Z","Web","complete",,,,"password","LittleFrank123",,
"202","clickButton","2019-02-21T20:50:15.937Z","Web","complete",,,,"confirm",,,
"202","waitResponse","2019-02-21T20:50:17.052Z","Web","complete",,,"www.webpage.com/wrong",,,,
"202","insertValue","2019-02-21T20:50:24.837Z","Excel","complete",,,,,"Wrong log-in","A","10"
"202","insertValue","2019-02-21T20:50:27.746Z","Excel","complete",,,,,"Wrong log-in","B","10"
"202","insertValue","2019-02-21T20:50:30.558Z","Excel","complete",,,,,"Wrong log-in","C","10"
"202","clickButton","2019-02-21T20:50:35.694Z","Web","complete",,,,"cancel",,,
"203","openFile","2019-02-21T20:50:45.694Z","Excel","complete","Sheet1","data.xls",,,,,
"203","goToUrl","2019-02-21T20:50:48.652Z","Web","complete",,,"www.webpage.com",,,,
"203","insertValue","2019-02-21T20:51:02.282Z","Web","complete",,,,"username","Frank01",,
"203","insertValue","2019-02-21T20:51:20.507Z","Web","complete",,,,"password","LittleFrank123",,
"203","clickButton","2019-02-21T20:51:32.550Z","Web","complete",,,,"confirm",,,
"203","waitResponse","2019-02-21T20:51:34.531Z","Web","complete",,,"www.webpage.com/wrong",,,,
"203","insertValue","2019-02-21T20:51:42.089Z","Excel","complete",,,,,"Wrong log-in","A","10"
"203","insertValue","2019-02-21T20:51:45.193Z","Excel","complete",,,,,"Wrong log-in","B","10"
"203","insertValue","2019-02-21T20:51:48.302Z","Excel","complete",,,,,"Wrong log-in","C","10"
"203","clickButton","2019-02-21T20:51:51.137Z","Web","complete",,,,"cancel",,,
"204","openFile","2019-02-21T20:52:01.137Z","Excel","complete","Sheet1","data.xls",,,,,
"204","goToUrl","2019-02-21T20:52:12.474Z","Web","complete",,,"www.webpage.com",,,,
"204","insertValue","2019-02-21T20:52:24.001Z","Web","complete",,,,"username","Frank01",,
"204","insertValue","2019-02-21T20:52:32.812Z","Web","complete",,,,"password","LittleFrank123",,
"204","clickButton","2019-02-21T20:52:38.169Z","Web","complete",,,,"confirm",,,
"204","waitResponse","2019-02-21T20:52:41.461Z","Web","complete",,,"www.webpage.com/ok",,,,
"204","clickButton","2019-02-21T20:52:53.323Z","Web","complete",,,,"Button1",,,
"204","clickButton","2019-02-21T20:52:58.387Z","Web","complete",,,,"B2",,,
"204","insertValue","2019-02-21T20:53:00.885Z","Web","complete",,,,"ID","182381",,
"204","copy","2019-02-21T20:53:02.205Z","Excel","complete",,,,,"Au 58124829 XT","B","1"
"204","paste","2019-02-21T20:53:04.330Z","Web","complete",,,,"Special code","Au 58124829 XT",,
"204","copy","2019-02-21T20:53:07.177Z","Excel","complete",,,,,"Melbourne 123","B","2"
"204","paste","2019-02-21T20:53:11.845Z","Web","complete",,,,"Area","Melbourne 123",,
"204","clickButton","2019-02-21T20:53:14.625Z","Web","complete",,,,"OK",,,
"205","openFile","2019-02-21T20:53:24.625Z","Excel","complete","Sheet1","data.xls",,,,,
"205","goToUrl","2019-02-21T20:53:32.442Z","Web","complete",,,"www.webpage.com",,,,
"205","insertValue","2019-02-21T20:53:42.646Z","Web","complete",,,,"username","Frank01",,
"205","insertValue","2019-02-21T20:53:47.736Z","Web","complete",,,,"password","LittleFrank123",,
"205","clickButton","2019-02-21T20:53:55.352Z","Web","complete",,,,"confirm",,,
"205","waitResponse","2019-02-21T20:53:57.872Z","Web","complete",,,"www.webpage.com/wrong",,,,
"205","insertValue","2019-02-21T20:54:04.595Z","Excel","complete",,,,,"Wrong log-in","A","10"
"205","insertValue","2019-02-21T20:54:05.990Z","Excel","complete",,,,,"Wrong log-in","B","10"
"205","insertValue","2019-02-21T20:54:07.891Z","Excel","complete",,,,,"Wrong log-in","C","10"
"205","clickButton","2019-02-21T20:54:12.198Z","Web","complete",,,,"cancel",,,
"206","openFile","2019-02-21T20:54:22.198Z","Excel","complete","Sheet1","data.xls",,,,,
"206","goToUrl","2019-02-21T20:54:30.713Z","Web","complete",,,"www.webpage.com",,,,
"206","insertValue","2019-02-21T20:54:40.160Z","Web","complete",,,,"username","Frank01",,
"206","insertValue","2019-02-21T20:54:47.824Z","Web","complete",,,,"password","LittleFrank123",,
"206","clickButton","2019-02-21T20:55:04.012Z","Web","complete",,,,"confirm",,,
"206","waitResponse","2019-02-21T20:55:07.018Z","Web","complete",,,"www.webpage.com/ok",,,,
"206","clickButton","2019-02-21T20:55:18.790Z","Web","complete",,,,"Button1",,,
"206","clickButton","2019-02-21T20:55:23.205Z","Web","complete",,,,"B2",,,
"206","insertValue","2019-02-21T20:55:25.758Z","Web","complete",,,,"ID","182381",,
"206","copy","2019-02-21T20:55:30.411Z","Excel","complete",,,,,"Au 58124829 XT","B","1"
"206","paste","2019-02-21T20:55:33.713Z","Web","complete",,,,"Special code","Au 58124829 XT",,
"206","copy","2019-02-21T20:55:35.840Z","Excel","complete",,,,,"Melbourne 123","B","2"
"206","paste","2019-02-21T20:55:39.121Z","Web","complete",,,,"Area","Melbourne 123",,
"206","clickButton","2019-02-21T20:55:42.719Z","Web","complete",,,,"OK",,,
"207","openFile","2019-02-21T20:55:52.719Z","Excel","complete","Sheet1","data.xls",,,,,
"207","goToUrl","2019-02-21T20:55:56.907Z","Web","complete",,,"www.webpage.com",,,,
"207","insertValue","2019-02-21T20:56:03.220Z","Web","complete",,,,"username","Frank01",,
"207","insertValue","2019-02-21T20:56:17.046Z","Web","complete",,,,"password","LittleFrank123",,
"207","clickButton","2019-02-21T20:56:24.729Z","Web","complete",,,,"confirm",,,
"207","waitResponse","2019-02-21T20:56:27.976Z","Web","complete",,,"www.webpage.com/error",,,,
"207","goToUrl","2019-02-21T20:56:45.991Z","Web","complete",,,"www.webpage.com",,,,
"207","insertValue","2019-02-21T20:56:55.933Z","Web","complete",,,,"username","Frank01",,
"207","insertValue","2019-02-21T20:57:02.461Z","Web","complete",,,,"password","LittleFrank123",,
"207","clickButton","2019-02-21T20:57:02.461Z","Web","complete",,,,"confirm",,,
"207","waitResponse","2019-02-21T20:57:06.233Z","Web","complete",,,"www.webpage.com/ok",,,,
"207","clickButton","2019-02-21T20:57:18.451Z","Web","complete",,,,"Button1",,,
"207","clickButton","2019-02-21T20:57:20.061Z","Web","complete",,,,"B2",,,
"207","insertValue","2019-02-21T20:57:23.257Z","Web","complete",,,,"ID","182381",,
"207","copy","2019-02-21T20:57:24.076Z","Excel","complete",,,,,"Au 58124829 XT","B","1"
"207","paste","2019-02-21T20:57:28.277Z","Web","complete",,,,"Special code","Au 58124829 XT",,
"207","copy","2019-02-21T20:57:32.267Z","Excel","complete",,,,,"Melbourne 123","B","2"
"207","paste","2019-02-21T20:57:33.305Z","Web","complete",,,,"Area","Melbourne 123",,
"207","clickButton","2019-02-21T20:57:34.432Z","Web","complete",,,,"OK",,,
"208","openFile","2019-02-21T20:57:44.432Z","Excel","complete","Sheet1","data.xls",,,,,
"208","goToUrl","2019-02-21T20:57:54.489Z","Web","complete",,,"www.webpage.com",,,,
"208","insertValue","2019-02-21T20:57:58.512Z","Web","complete",,,,"username","Frank01",,
"208","insertValue","2019-02-21T20:58:10.508Z","Web","complete",,,,"password","LittleFrank123",,
"208","clickButton","2019-02-21T20:58:13.743Z","Web","complete",,,,"confirm",,,
"208","waitResponse","2019-02-21T20:58:16.357Z","Web","complete",,,"www.webpage.com/wrong",,,,
"208","insertValue","2019-02-21T20:58:27.130Z","Excel","complete",,,,,"Wrong log-in","A","10"
"208","insertValue","2019-02-21T20:58:30.699Z","Excel","complete",,,,,"Wrong log-in","B","10"
"208","insertValue","2019-02-21T20:58:34.961Z","Excel","complete",,,,,"Wrong log-in","C","10"
"208","clickButton","2019-02-21T20:58:36.781Z","Web","complete",,,,"cancel",,,
"209","openFile","2019-02-21T20:58:46.781Z","Excel","complete","Sheet1","data.xls",,,,,
"209","goToUrl","2019-02-21T20:58:55.456Z","Web","complete",,,"www.webpage.com",,,,
"209","insertValue","2019-02-21T20:59:11.374Z","Web","complete",,,,"username","Frank01",,
"209","insertValue","2019-02-21T20:59:16.230Z","Web","complete",,,,"password","LittleFrank123",,
"209","clickButton","2019-02-21T20:59:19.468Z","Web","complete",,,,"confirm",,,
"209","waitResponse","2019-02-21T20:59:21.347Z","Web","complete",,,"www.webpage.com/wrong",,,,
"209","insertValue","2019-02-21T20:59:28.641Z","Excel","complete",,,,,"Wrong log-in","A","10"
"209","insertValue","2019-02-21T20:59:30.752Z","Excel","complete",,,,,"Wrong log-in","B","10"
"209","insertValue","2019-02-21T20:59:35.455Z","Excel","complete",,,,,"Wrong log-in","C","10"
"209","clickButton","2019-02-21T20:59:37.743Z","Web","complete",,,,"cancel",,,
"210","openFile","2019-02-21T20:59:47.743Z","Excel","complete","Sheet1","data.xls",,,,,
"210","goToUrl","2019-02-21T20:59:56.130Z","Web","complete",,,"www.webpage.com",,,,
"210","insertValue","2019-02-21T21:00:00.717Z","Web","complete",,,,"username","Frank01",,
"210","insertValue","2019-02-21T21:00:15.566Z","Web","complete",,,,"password","LittleFrank123",,
"210","clickButton","2019-02-21T21:00:22.448Z","Web","complete",,,,"confirm",,,
"210","waitResponse","2019-02-21T21:00:24.592Z","Web","complete",,,"www.webpage.com/ok",,,,
"210","clickButton","2019-02-21T21:00:24.592Z","Web","complete",,,,"Button1",,,
"210","clickButton","2019-02-21T21:00:27.757Z","Web","complete",,,,"B2",,,
"210","insertValue","2019-02-21T21:00:30.912Z","Web","complete",,,,"ID","182381",,
"210","copy","2019-02-21T21:00:34.316Z","Excel","complete",,,,,"Au 58124829 XT","B","1"
"210","paste","2019-02-21T21:00:36.360Z","Web","complete",,,,"Special code","Au 58124829 XT",,
"210","copy","2019-02-21T21:00:39.115Z","Excel","complete",,,,,"Melbourne 123","B","2"
"210","paste","2019-02-21T21:00:42.711Z","Web","complete",,,,"Area","Melbourne 123",,
"210","clickButton","2019-02-21T21:00:45.382Z","Web","complete",,,,"OK",,,
"211","openFile","2019-02-21T21:00:55.382Z","Excel","complete","Sheet1","data.xls",,,,,
"211","goToUrl","2019-02-21T21:00:58.116Z","Web","complete",,,"www.webpage.com",,,,
"211","insertValue","2019-02-21T21:01:05.701Z","Web","complete",,,,"username","Frank01",,
"211","insertValue","2019-02-21T21:01:05.701Z","Web","complete",,,,"password","LittleFrank123",,
"211","clickButton","2019-02-21T21:01:12.301Z","Web","complete",,,,"confirm",,,
"211","waitResponse","2019-02-21T21:01:15.542Z","Web","complete",,,"www.webpage.com/ok",,,,
"211","clickButton","2019-02-21T21:01:24.110Z","Web","complete",,,,"Button1",,,
"211","clickButton","2019-02-21T21:01:26.956Z","Web","complete",,,,"B2",,,
"211","insertValue","2019-02-21T21:01:31.077Z","Web","complete",,,,"ID","182381",,
"211","copy","2019-02-21T21:01:33.825Z","Excel","complete",,,,,"Au 58124829 XT","B","1"
"211","paste","2019-02-21T21:01:35.846Z","Web","complete",,,,"Special code","Au 58124829 XT",,
"211","copy","2019-02-21T21:01:39.337Z","Excel","complete",,,,,"Melbourne 123","B","2"
"211","paste","2019-02-21T21:01:42.304Z","Web","complete",,,,"Area","Melbourne 123",,
"211","clickButton","2019-02-21T21:01:44.054Z","Web","complete",,,,"OK",,,
"212","openFile","2019-02-21T21:01:54.054Z","Excel","complete","Sheet1","data.xls",,,,,
"212","goToUrl","2019-02-21T21:02:00.427Z","Web","complete",,,"www.webpage.com",,,,
"212","insertValue","2019-02-21T21:02:11.852Z","Web","complete",,,,"username","Frank01",,
"212","insertValue","2019-02-21T21:02:23.332Z","Web","complete",,,,"password","LittleFrank123",,
"212","clickButton","2019-02-21T21:02:23.332Z","Web","complete",,,,"confirm",,,
"212","waitResponse","2019-02-21T21:02:26.194Z","Web","complete",,,"www.webpage.com/wrong",,,,
"212","insertValue","2019-02-21T21:02:32.992Z","Excel","complete",,,,,"Wrong log-in","A","10"
"212","insertValue","2019-02-21T21:02:37.193Z","Excel","complete",,,,,"Wrong log-in","B","10"
"212","insertValue","2019-02-21T21:02:42.877Z","Excel","complete",,,,,"Wrong log-in","C","10"
"212","clickButton","2019-02-21T21:02:45.328Z","Web","complete",,,,"cancel",,,
"213","openFile","2019-02-21T21:02:55.328Z","Excel","complete","Sheet1","data.xls",,,,,
"213","goToUrl","2019-02-21T21:03:10.386Z","Web","complete",,,"www.webpage.com",,,,
"213","insertValue","2019-02-21T21:03:21.764Z","Web","complete",,,,"username","Frank01",,
"213","insertValue","2019-02-21T21:03:21.764Z","Web","complete",,,,"password","LittleFrank123",,
"213","clickButton","2019-02-21T21:03:34.887Z","Web","complete",,,,"confirm",,,
"213","waitResponse","2019-02-21T21:03:37.130Z","Web","complete",,,"www.webpage.com/ok",,,,
"213","clickButton","2019-02-21T21:03:59.196Z","Web","complete",,,,"Button1",,,
"213","clickButton","2019-02-21T21:04:01.294Z","Web","complete",,,,"B2",,,
"213","insertValue","2019-02-21T21:04:02.306Z","Web","complete",,,,"ID","182381",,
"213","copy","2019-02-21T21:04:05.569Z","Excel","complete",,,,,"Au 58124829 XT","B","1"
